geoid10,avgtvioevt2018,avgtprpevt2018,rtavgtvioevt2018,rtavgtprpevt2018,tpop15,tpden15,condis15,tblack15,tasian15,tlatino15,twhite15,tothrac15,tethhet15,timm15,tage1529,tkids15,tsngpar15,tavghhinc15,tpov15,tpov12515,tunemp15,tedbach15,towner15,tavgval15,tmdval15,tavrent15,tmdrent15,trentburden15,tsfu15,tsmhse15,tvac15,propretail_emp15,propoffice_emp15,propother_emp15,propind_emp15,propent_emp15,propfoodetc_emp15,propedu_emp15,totjobs15,toxconc15,cscore15,ncscore15
17019005300,29.33333396912,199,53.35273361,361.9497986,5862,3241.7668,9.9547319,25.059706,33.998634,4.6741729,33.520981,2.7465029,70.630562,37.20573,73.780281,13.054187,2.9556651,26980.123,53.936317,56.263123,8.8999643,38.31926,17.892563,108586.6,85700,800.1015,646,65.571426,23.68421,54.981236,13.940254,.019359564,.013708665,.80211383,.10914609,.022394307,.022708246,.010569276,9556,750.59302,820.98798,126.986
17019005401,23.33333396912,150.666671753,56.66181183,365.8734131,3908,2107.6968,9.2005119,20.752304,4.580348,12.308085,59.186287,3.1729784,58.837891,10.030706,38.958546,52.832512,38.916256,39225.672,29.170984,31.865286,3.7567778,32.794556,29.787233,157761.91,127500,602.16071,738,57.929039,28.35821,81.258194,12.313431,.10335037,.031232255,.22714368,.40545145,.023850085,.18682566,.022146508,1761,3478.6001,1679.51,90.148499
17019005500,10.33333301545,245,20.03748894,475.0823975,5328,1367.5914,-3.0960648,18.093092,7.7890387,5.0300303,64.714714,4.3731232,53.795517,7.2447448,22.12838,39.780735,12.529366,81233.352,15.375278,21.565851,5.7924662,39.086979,71.031021,135125.23,100900,607.58063,837,52.903225,73.692131,79.28994,17.500938,.078666665,.034666665,.60053331,.26053333,0,.0055999998,.02,3750,2256.24,2629.78,127.375
17019005701,16.33333206177,133.6666564942,32.38170624,265.0013123,4636,4599.0977,-3.9876523,16.695427,10.418465,4.6160483,65.660057,2.6100087,52.733555,14.754098,24.644091,42.003513,17.398945,75790.164,17.126833,25,8.7594137,61.462391,56.783466,173747.63,165400,585.55096,744,50.693707,53.116634,79.747383,14.875717,.3444227,.10176125,.29354209,.025440313,0,.10176125,.13307241,511,529.72601,440.54999,86.822304
17019005702,6.66666650773,51.6666641236,39.23876572,304.1004333,3404,508.51852,-4.3164945,16.745005,12.779084,.7638073,66.891891,2.8202114,50.732376,15.423032,34.136311,26.388889,8.333333,74366.023,20.474869,21.862473,1.0888252,54.104637,44.401543,202127.97,192400,1008.648,956,59.924625,33.212341,67.032967,5.9891129,.0044943821,.18426967,.60000002,0,.020224718,.19101124,0,445,287.42999,310.742,67.459198
17019005800,8,94.666671753,20.89864159,247.3005981,4013,7223.29,-6.2934375,3.688014,14.976327,5.6815348,72.065788,3.5883379,45.234741,21.903812,50.137054,46.319019,12.730062,82068.5,29.984505,35.278927,3.3446231,78.982407,52.688862,221874.84,208800,967.659,947,70.703766,56.163628,73.868469,13.653954,.0041095889,.27123287,.14520548,0,0,.071232878,.50821918,730,760,860.06097,123.753
17019006000,0,3.3333332539,0,9.749439199999999,3564,823.22327,-1.4874018,11.083053,34.904602,7.154882,42.059483,4.7979798,68.156212,31.677891,103.54939,62.121212,4.0404038,48007.391,39.655174,46.630093,9.8242807,90.652176,4.347826,,,705.05359,772,58.833923,5.8375635,23.472578,12.436546,0,0,0,1,0,0,0,4,314.98999,248.681,64.003098
17019011100,15.33333396912,162.3333435059,67.60729218,715.7554932,2202,5234.2734,5.3599687,5.0408721,39.509537,8.673933,41.871025,4.9046321,65.611107,44.459583,79.632156,25.833334,18.333334,34617.719,49.341488,51.317028,12.723373,72.621567,7.836153,175522.73,207700,850.43475,894,66.746986,12.568306,56.107567,12.334114,.21721028,.23664123,.10687023,.11727966,.027758501,.22970159,.064538516,1441,938.11902,385.67999,49.124401
17031010100,43.0000038147,132.3333282471,92.59259796000001,284.9554749,4444,30204.777,6.9050889,46.332134,.74257427,9.2259226,38.838882,4.860486,62.355812,17.259226,20.072008,45.753113,30.351076,50718.551,36.763004,38.520229,8.0657492,35.800892,16.192171,262975.28,250000,799.83508,865,49.311928,3.1607008,78.40728,14.394516,.063679248,.07311321,.85377359,0,0,.0094339624,0,424,13326.7,8472.1299,135.674
17031010201,32,147,42.73504257,196.3141022,7197,36949.883,4.5652313,38.557732,1.6812561,22.606642,30.804502,6.3498683,70.101761,37.654579,19.007919,47.069942,14.870826,57921.387,33.217319,37.630516,8.0787306,29.815615,29.250937,178376.44,150500,916.7821,989,63.631348,7.6820307,68.026634,10.82164,.051546391,.10824742,.092783503,.036082473,0,.39175257,.31958762,194,13778.6,13566.7,224.806
17031010202,41.66666793824,317.3333435059,132.1073761,1006.1298218,2487,18313.727,4.15799,29.191797,7.4386811,28.829914,32.891033,1.6485727,71.768028,41.093689,23.58263,39.808155,17.745804,46506.762,17.459585,21.200924,7.1320181,31.532034,26.844263,180099.23,168300,885.21741,943,59.710144,6.3322368,76.129829,19.736839,.1873385,.034883723,.625323,.03875969,0,.034883723,.07881137,774,13602.7,10340.7,172.173
17031010300,25,161,40.74979782,262.4286804,6413,35188.387,-.35114053,27.66256,5.6915641,18.774364,45.688446,2.1830657,67.577126,25.074068,15.546546,42.24548,8.5632734,66443.727,18.610239,23.064129,6.9444447,34.885067,30.751173,249577.09,174400,949.54865,948,55.087357,6.9219441,76.744186,12.164948,.0088731144,.049689442,.83229816,.040816326,.0035492459,.035492457,.029281277,1127,13399.9,15297.2,255.98199
17031010400,16.33333396912,106,31.45259857,204.1209259,5411,12172.059,-1.2743098,20.790981,5.4518571,7.2075405,64.239517,2.3101089,53.540119,11.328774,60.210682,31.111111,11.944445,53990.695,18.759571,25.038284,8.6762686,63.573086,18.449198,261886.95,226200,1036.7063,979,55.2868,4.2831378,64.831459,15.689812,.13518886,.057654075,.051689859,.021868788,.0059642149,.72763419,0,503,13371.1,20978.699,380.47699
17031010501,12.33333301545,73.3333358765,30.5356102,181.5630951,4081,52286.09,3.4872148,32.71257,5.1703014,9.7035046,48.395,4.0186229,64.507721,26.58662,28.216124,43.515358,17.918089,43209.879,21.02161,33.251472,10.367406,55.049377,12.052811,,184200,893.89832,945,62.542622,6.2164235,78.17955,9.9002304,.034285713,.09714286,.057142857,.2,.2857143,.31428573,.011428571,175,13556.6,6527.9302,113.323
17031010502,8.33333396912,62.6666641236,28.15315437,211.7117004,2631,37780.031,3.1461821,24.59141,8.5518818,6.4234128,57.620674,2.8126187,59.528149,27.860128,40.706955,36.5625,10.9375,45594.418,28.405573,36.493809,4.259851,52.056278,18.538206,724308.25,217800,941.12152,957,61.14035,1.8867924,74.241844,13.950829,.02238806,.25373134,.067164183,.029850746,0,.619403,.0074626864,134,13581.5,5123.96,91.110199
17031010503,10.33333301545,52.6666679383,52.37371063,266.9369812,2047,27289.707,8.1689901,6.8392768,13.776258,13.727406,60.478748,5.1783094,58.905037,27.845627,42.940891,31.726908,16.465864,46194.66,47.905373,54.854607,5.9730248,37.983929,19.065777,745125,358500,839.42651,706,54.697556,.53231937,79.168755,20.228134,.31578946,.14832535,.15789473,.0047846888,.0095693776,0,.36363637,209,13724.6,7165.4502,133.284
17031010600,28.66666603089,129,45.05212402,202.7345581,6515,34091.566,.037317652,20.982349,2.1181889,22.900997,51.11282,2.8856485,64.099518,25.510361,29.086723,36.286522,13.006598,61444.906,24.381012,27.266993,11.162688,47.152035,21.049114,254932.55,221700,953.19507,990,58.865845,3.3618581,80.822128,8.5268936,.23163138,.028642591,.5765878,.0049813199,.04607721,.066002488,.04607721,803,13795.8,17626,311.07901
17031010701,10.33333396912,62.6666679383,29.00992203,175.9311218,3833,23104.244,-.79242778,18.366816,11.79233,35.455257,33.68119,.70440906,71.316071,37.959824,20.219151,47.943722,17.532467,71225.297,18.366814,25.56744,4.772625,43.111771,48.69281,237549.27,198100,903.97876,1003,50.677505,14.378315,81.402115,9.8408966,.0019120459,.028680688,.089866154,.87380499,0,.0057361377,0,523,14081.4,10628.2,184.289
17031010702,20.33333396912,75,39.03500366,143.9815674,5333,38630.863,6.2941537,22.988935,6.4504037,39.133694,27.601725,3.8252392,71.219673,40.802551,23.176449,67.364014,27.092051,50639.191,33.352123,43.649006,5.528769,43.638527,22.986822,182308.5,156300,919.54169,972,63.65979,4.0444446,79.597595,8.9333344,.035694052,.027195467,.87875354,.0056657223,0,.040793203,.011898017,1765,13845.6,11642.9,202.40401
17031020100,17,87,45.43025208,232.4959869,4208,26497.371,1.3555297,25,23.669201,22.504753,22.623575,6.2024717,77.580086,41.801331,22.59981,54.094292,16.253101,70597,18.916349,30.869772,12.836123,32.027077,46.513248,190839.58,139400,1003.9113,1052,52.506596,4.9765806,81.486877,16.042152,.0050335568,.024748322,.89261746,.0092281876,0,.044882551,.023489933,2384,14012.2,11995.8,196.983
17031020200,9.666666984560001,104,13.84909344,148.9971313,6905,14399.683,-7.7204781,14.337437,14.337437,16.466328,52.063721,2.7950759,65.99292,33.106445,21.9189,50.617283,8.5346212,98877.508,11.267198,19.855177,7.6279068,46.892014,75.139404,335260.34,337300,1011.9626,987,46.578365,63.757793,86.154083,4.1852188,.18077803,.092677347,.42219681,.076659039,0,.21510297,.012585812,874,14486.3,21316.4,344.36401
17031020301,5.33333349228,56,9.791322709999999,102.8088837,5295,16612.104,-7.3639154,3.5505195,13.276677,7.7053823,73.57885,1.8885741,43.343372,36.600567,12.407932,45.640568,4.3594308,84314.242,10.869154,18.273054,7.3295984,57.387337,72.571716,248891.89,182900,769.36414,761,56.3745,22.47191,81.085243,10.696632,.0088161211,.084382869,.82871538,.052896727,.007556675,.0088161211,.0088161211,794,15414.7,14784.8,258.04501
17031020302,12,79.3333282471,23.45582581,155.0690613,5023,20329.922,-7.6641555,12.880749,10.810272,14.493331,57.435791,4.3798528,61.891144,28.528769,17.011745,52.935863,15.808492,96045.734,14.747343,18.867924,12.557427,55.548962,56.257309,299260.5,323000,949.93231,1085,42.465752,29.551451,82.085083,9.7625351,.13681242,.10860366,.68124121,.0098730605,.0028208746,.060648803,0,709,14678.5,14485.6,247.25101
17031020400,12,78,29.91772652,194.4652252,4551,21222.166,-3.7453246,22.390682,16.216215,17.886179,39.837399,3.669523,73.152924,36.233795,15.974511,46.415092,12.735849,79531.094,18.169819,21.931368,6.9135804,46.986389,51.405624,254457.59,242100,1026.3737,1076,53.479851,14.533623,79.444199,5.4772263,.016877636,.16455697,.61603373,.025316456,.0042194091,.16033755,.012658228,237,14343.3,11788.6,202.685
17031020500,29.33333396912,97,43.49545288,143.8315582,6545,21967.563,6.9525967,14.957984,29.365927,29.961803,15.920549,9.7937365,76.668098,51.398014,26.187929,45.066044,14.607615,49916.652,28.079365,48.174603,12.921349,33.347771,26.492537,151786.97,120100,884.45428,982,47.525379,6.494554,77.6409,13.513512,.069182388,.29769391,.52410901,.075471699,.012578616,.02096436,0,477,15104.9,18705.199,349.72101
17031020601,19.33333206177,94,31.63175964,153.7958069,6130,26849.189,.567137,10.195758,21.419249,6.3132138,56.460033,5.6117458,61.781784,55.187603,20.98695,42.31884,11.304348,70240.867,27.177814,36.019577,9.9141016,40.113724,41.67086,286506.03,302700,960.216,1054,72.817284,25.722021,77.192696,10.333939,.17433414,.10653753,.53995156,.10653753,.0024213076,.041162226,.02905569,413,15590.1,18357.4,335.353
17031020602,16.33333396912,97.3333358765,31.17643356,185.7861023,4637,24408.867,.81218368,9.8555107,24.822083,20.271727,40.672848,4.3778305,72.023445,44.856586,20.455036,44.702602,15.334573,66620.82,23.070251,33.933216,9.7140265,44.125412,40.273777,328855.09,329000,1026.1364,1133,51.010101,26.192032,84.40062,9.3403015,.14509536,.64918256,.12670299,.025885558,0,.05108992,.0020435967,1468,15099.3,14042.2,255.077
17031020701,9.33333301545,54.3333358765,52.91004944,308.0121155,1729,7572.1055,-8.9737835,3.7015617,15.905148,12.666281,64.835167,2.891845,53.609283,35.916714,15.268941,44.150112,8.1677704,99441.141,7.1717758,13.186813,6.5022421,47.996731,58.373985,371800,364200,1292.1875,1373,43.824703,39.252335,86.053413,17.890518,.11440108,.04576043,.73351276,.030955585,0,.072678328,.00269179,743,17030,10995.3,230.298
17031020702,17.33333396912,99.666671753,19.98309135,114.9027786,7843,25815.143,2.6039422,9.2311611,19.278337,22.096136,47.265076,2.1292872,68.163712,51.128395,24.671682,50,7.3957014,56772.684,22.301876,28.050053,8.1400967,28.931572,34.81258,233313.98,228600,1021.9595,1143,57.567566,12,85.635864,9.8640747,.18233618,.099715099,.52564102,.014245015,.0042735045,.16239317,.011396011,702,16644.1,24258.9,477.40601
17031020801,11,78,18.77453423,133.1285248,5211,20575.381,.11976241,2.1109192,23.220112,27.115717,43.676838,3.8764153,67.984154,45.020149,19.765881,43.705463,15.360253,69665.133,14.31587,22.068701,7.2002573,32.009594,37.818909,328244.72,345200,993.18372,1072,50.706566,9.4477997,89.337456,13.761864,.12772134,.16835994,.3773585,.19738752,0,.068214804,.060957909,689,16020.4,14222.1,289.19
17031020802,30.33333396912,137,35.53577042,160.4967194,7857,31597.928,1.3492169,7.90378,45.80629,13.134785,26.320478,6.8346696,69.273109,56.993763,23.774979,47.606728,17.59379,70637.805,24.757032,30.537085,6.7029843,32.851238,38.703869,254414.89,268300,999.63287,1069,56.826569,17.847025,91.325142,10.076889,.068807341,.061598953,.78112715,.0098296199,0,.063564874,.015072084,1526,15641.9,23538.801,453.439
17031020901,28.66666603089,101.666671753,47.04080582,166.8307648,5807,30888.461,3.5017021,20.940245,21.629068,30.514896,22.972275,3.9435163,76.192543,45.737904,24.504908,52.983082,13.446126,54293.223,29.866989,36.033855,6.0025959,39.732979,27.745665,217382.58,188500,1029.6727,1153,62.537994,1.8066847,82.627869,14.046974,.23157895,.11929824,.40701753,.19649123,.003508772,.038596492,.003508772,285,15122.7,12709.3,242.57201
17031020902,12,44.6666641236,26.9966259,100.4874344,4474,23027.223,4.1369386,11.376844,22.172552,17.098793,47.764866,1.5869468,68.025757,51.184624,18.987482,42.890175,6.8208094,48779.797,26.24703,32.826603,5.6856189,32.241272,55.884205,117933.55,92800,894.17041,940,67.170952,3.5005834,86.101166,7.2928848,.18367347,.023041476,.75181037,.0059249508,.011191573,.024358131,0,1519,14919.5,12527.1,240.789
17031030101,7.33333301545,35.6666641236,19.34405899,94.0824661,3549,38612.902,.038513687,21.35813,4.7055507,22.936039,47.759933,3.2403495,67.041153,34.432236,19.413918,27.673798,18.315508,58457.438,13.975768,26.937166,7.865665,55.424755,34.322033,209197.53,220300,859.07739,892,44.122025,3.2436709,78.444633,15.98101,.10416666,.2109375,.3046875,.057291668,0,.11979166,.203125,384,13017.7,6329.1499,125.896
17031030102,7.33333349228,61.3333320618,22.97410202,192.1470337,2766,35737.367,-1.990406,17.534346,10.267534,10.737527,53.470715,7.9898767,65.488747,37.165581,21.87274,19.012346,4.9382715,58035.465,13.468635,18.118082,6.3650708,49.678455,38.885826,212521.98,172100,963.90155,901,58.483414,1.1676787,81.119652,15.319946,.13360325,.10931174,.48785424,.11133603,.0020242915,.15182187,.0040485831,494,13118.7,5691.9502,112.618
17031030103,6.33333301545,32,25.43507195,128.5140533,2217,30556.295,-4.6132479,16.238159,19.576004,12.945421,48.128101,3.112314,68.595177,31.032927,58.11908,22.429907,5.6074767,62903.582,17.080944,21.797323,9.0313187,68.75,25.500526,152561.98,157900,1040.1504,975,43.143295,1.4285715,60.351826,20.252098,.022857143,.034285713,.065714285,0,.04857143,.16,.66857141,350,13385.8,3341.1299,62.6968
17031030104,3.66666650772,22,10.70559597,64.2335739,3375,48288.121,.50554973,9.4814816,17.481482,13.68889,54.133331,5.2148147,64.595016,30.103704,84.977776,22.302158,5.3956833,50398.227,27.768314,29.244747,13.531724,53.202328,38.877953,1161382.5,118700,955.77234,943,46.523178,0,63.140739,11.575279,.00068415049,.0036488026,.0086659063,.0020524515,.00045610033,.023945268,.96054733,4385,13474.4,4352.6699,81.0243
17031030200,17.66666603089,135.3333282471,30.13246727,230.8260803,5103,19839.055,-9.4980478,6.2316284,4.271997,11.444248,76.406036,1.6460905,39.713539,10.562414,18.77327,30.239834,4.9009385,91869.727,11.407815,14.667191,6.3332348,60.668751,49.126373,543455.31,299000,1053.1932,1052,50.532352,20.087177,83.208221,10.606613,.086492889,.17654029,.39573461,.065165877,.0059241708,.27014217,0,844,13934,21719.9,413.63501
17031030300,4.66666650772,43,12.53806114,115.5292816,3315,27330.193,4.0245023,5.5806937,15.143289,38.491707,37.888386,2.8959277,68.140091,41.38763,19.547512,51.043114,17.385258,55909.938,22.594269,33.152336,7.6160669,33.787029,31.254284,282645.19,280000,822.53809,923,62.295082,12.688031,84.827164,4.5781555,.10599078,.032258064,.47465438,.02764977,.036866359,.25345623,.069124423,217,14205.3,7732.0098,147.522
17031030400,6.33333349228,32.3333320618,24.30289078,124.0726471,2708,20242.158,-2.0180335,10.967504,7.348597,29.689806,47.451992,4.5420976,66.719048,30.243723,21.528803,29.450914,14.309484,70199.852,21.787296,29.209749,13.910186,55.318138,42.193451,359323.09,310800,794.72992,858,46.061417,14.234876,81.773949,6.5480423,.019138755,.086124405,.2751196,.28708133,.023923445,.30861244,0,418,14355.2,6832.9502,135.39301
17031030500,13.66666603089,109.3333282471,19.89325523,159.1460419,6570,27528.402,-11.114955,3.7442923,6.5449014,25.357687,60.898026,3.4550991,55.796253,22.313547,19.155252,35.433655,10.526316,103819.06,9.3745146,9.7935743,2.0761247,57.334312,47.276535,439281.38,325700,1260.9281,1375,38.341263,10.57187,79.843536,11.468315,.34415585,.037337661,.24837662,.014610389,.050324675,.18831168,.11688311,616,13735.4,17842.6,361.40601
17031030601,14,55,35.16704178,138.1562347,4066,41651.059,2.0654149,18.052139,9.8130846,18.740778,51.500248,1.8937531,65.707451,34.628628,20.499264,42.611191,11.908178,53155.215,17.698658,33.152737,2.3906178,47.767719,30.486593,169674.59,170700,885.70398,949,47.509026,1.3333334,71.85112,7.402298,.067010306,.072164945,.6958763,.010309278,0,0,.15463917,194,13015.5,6717.96,133.93401
17031030603,11,52.6666679383,46.70912933,223.6376495,2023,45168.59,4.602272,34.157192,11.962432,13.791399,35.837864,4.251112,71.975594,40.286701,26.223431,45.53846,28,48105.945,28.848064,32.621647,3.1842306,48.339264,6.0195637,,252600,806.0484,791,49.243694,2.9411764,78.75312,11.163101,.33333334,.19148937,.10992908,0,.063829787,.30141845,0,282,13131.3,3517.5,75.211502
17031030604,8.33333301545,29,25.50760078,88.76644899999999,3225,29436.988,.67010003,22.511629,26.325581,5.9534883,40.930233,4.2790694,70.711517,41.023254,18.728683,41.814945,3.3807828,48934.414,23.968992,29.891474,5.0764194,52.734516,25.049801,186723.66,164300,952.76453,992,53.267048,.33264032,74.346718,16.507278,0,.010587806,.95947427,.0010952903,0,.028112451,.00073019351,2739,12631.4,7113.48,152.203
17031030701,6.66666698456,26,43.63002014,170.157074,1597,59192.426,5.9548945,24.232937,15.654352,9.5178461,49.592987,1.0018785,66.166489,29.4928,22.260489,45.673077,30.288462,45138.641,26.238661,30.635031,7.8817735,41.369263,18.708241,189115.47,153300,811.70801,831,58.391125,.41322315,69.365288,7.2314072,.039274924,.083081573,.3957704,0,.001510574,.47885197,.001510574,662,13042.5,2075.8,44.419701
17031030702,1.33333337307,8,5.66893435,34.013607,982,306482.69,-15.862611,10.590631,23.217922,3.1568229,62.219959,.81466401,54.66814,44.093685,18.73727,13.765182,0,109335.2,5.9063134,5.9063134,11.40625,73.430496,57.759998,199108.03,200400,1047.7273,1098,48.863636,2.118644,83.706718,11.723167,.0052770451,.75989443,.20844327,.026385223,0,0,0,379,12640.7,224.50101,4.8257298
17031030703,12.66666603089,58.3333358765,41.7353096,192.2021027,2680,35005.496,.92734802,19.925373,4.5522389,14.216418,56.156719,5.1492538,62.00058,22.164179,27.779852,26.987448,14.853557,55449.469,22.201492,31.156717,5.38415,54.078415,25.414692,261852.22,235100,784.82648,793,49.125729,3.7474332,78.358208,13.347023,.6360544,.064625852,.19387755,.0068027209,0,.098639458,0,588,13161.7,5411.6602,119.106
17031030706,6.33333301545,95.3333358765,22.83104897,343.6673889,4270,19004.242,-2.7699673,15.01171,22.64637,6.9320841,54.004681,1.4051522,62.952568,35.761124,7.5644026,28.053692,0,59144.863,19.836065,22.482435,8.380373,54.90456,40.518753,225276.03,171700,1124.6317,1028,60.126183,.82304525,83.661697,9.6866074,.068322979,.59006214,.080745339,.096273296,.11490683,.04658385,.0031055901,322,12725.4,16116.3,350.89999
17031030800,15,145.3333282471,34.17634964,331.1308594,4376,19974.539,-17.516922,3.8162704,9.1407681,13.916819,71.457954,1.6681902,45.991829,17.413162,16.293419,28.92473,1.6129032,126111.45,7.5880113,9.5385351,2.6101141,70.278549,48.891129,627762.88,502000,1188.6588,1313,36.291912,18.288288,80.80439,10.63063,.11919831,.25949368,.23628692,.04535865,.010548524,.29852322,.030590717,948,13426.4,14117.3,307.01801
17031030900,10,86.3333358765,32.75466919,282.7819824,3143,19916.76,-11.944046,15.685651,9.6722879,13.808463,57.14286,3.6907413,61.908054,23.417118,19.917276,31.076923,4.1538463,103492.9,8.3041677,11.644925,3.7735848,60.630219,39.477211,426980.66,392200,1146.2722,1279,32.18935,9.5509167,81.850418,5.6293488,.17097171,.14760147,.07626076,.10332103,0,.39852399,.10332103,813,14044.4,7781.0898,166.45
17031031000,4,63,10.39771271,163.7639771,4078,24857.949,-11.098101,4.3894067,8.0922022,15.693967,67.778328,4.0461011,50.586765,19.445807,24.362432,48.02721,11.156463,98651.758,7.1164737,10.662398,4.9269452,65.464241,37.709923,441578.94,410100,1224.979,1218,45.904438,8.8290844,74.577957,7.223793,.064417176,.0743865,.52530676,.21165644,.0053680982,.10429448,.014570552,1304,14139.7,8910.6797,206.821
17031031100,11.33333396912,96.3333358765,24.65912437,209.6025543,4666,21973.82,-7.205987,2.5289326,11.315903,20.445778,62.81612,2.8932705,54.932892,20.917274,20.017145,14.01649,8.0094233,81506.484,10.922172,14.889906,5.2586699,59.197407,23.857204,370559.13,315100,1065.2729,1069,37.746803,8.2001686,74.367767,3.4062271,.04110672,.052964427,.52964425,.037944663,.048221342,.15098815,.13913043,1265,13581.6,12582.6,289.655
17031031200,37.33333587647,110.6666641236,59.87704086,177.4926453,5720,45378.176,4.4073443,21.486013,12.132868,14.055943,49.283215,3.0419581,67.554863,38.216782,21.319929,39.737583,10.590441,53891.766,32.511951,46.873852,4.3671103,43.024055,24.43609,273980,278800,693.40771,672,52.601154,2.4421594,79.75251,14.524422,.17854218,.13759214,.35053235,.027846027,.013923014,.26863226,.022932023,1221,13300.9,11175.3,252.12399
17031031300,13.33333301545,78.6666641236,17.10278702,100.9064407,8037,18941.301,.63748735,21.873833,19.708847,10.725395,45.949982,1.7419435,69.036278,34.702003,19.57198,41.642014,17.60355,58707.262,22.509226,27.398523,5.6777377,50.294758,31.495872,194221.13,159500,894.6073,933,45.243446,0,73.758865,5.3550873,.0074074073,.035978835,.93968254,.012698413,0,0,.0042328043,945,12892.7,19027.801,425.966
17031031400,21,119.3333282471,43.38843155,246.5564575,4958,5076.5913,-12.260154,12.404195,9.5401373,7.70472,68.55587,1.7950786,49.926296,16.680113,20.915691,23.958334,0,87943.211,9.5086832,10.398136,2.8998241,78.079094,52.607708,247724.33,210600,1181.4739,1177,36.657303,3.5157359,79.805504,12.475189,.0330033,.034653466,.77942795,.0033003301,.00220022,.020352036,.12706271,1818,12962.2,20027.301,485.785
17031031501,14.66666603089,55,30.59379578,114.726738,4033,65101.586,8.0518684,28.961071,20.704191,10.984379,35.283909,4.0664515,73.504463,41.805107,20.505827,44.257702,21.288515,46432.77,44.160675,51.400944,12.493677,38.979195,17.511261,225977.48,220200,790.77667,721,51.506454,2.4524524,79.254257,11.111115,.030303031,.13131313,.63636363,.057239056,0,.037037037,.10774411,297,13394,7947.4702,179.666
17031031502,12.99999904633,65,27.70082855,138.5041504,4439,71099.688,7.5937295,41.405724,6.3527822,19.283623,31.245777,1.7120972,68.9412,44.199142,32.766388,48.59967,31.136738,43538.977,25.658932,36.56229,11.071172,38.169643,10.088889,243030.84,223400,720.73596,782,56.178612,2.0841684,74.308571,9.8196411,.24633431,.19061583,.47214076,.011730205,.0058651026,.07331378,0,341,13804.3,6134.8599,149.347
17031031700,25.33333396912,114,37.20566177,167.4254608,7001,37975.707,-1.0343721,23.610912,4.4565063,12.055421,55.006428,4.8707328,62.279003,15.626339,29.874304,41.895481,16.120461,73106.625,33.274956,38.207821,9.6320343,55.806328,28.838951,311275.72,300200,939.78583,914,56.990623,1.5906128,69.638725,9.4915237,.044822257,.40958267,.30757341,.035548687,.078825347,.05873261,.064914994,647,14029.5,10995.1,262.62399
17031031800,5.33333301544,32,26.99055099,161.9433136,1771,19506.314,-10.944087,2.2021458,9.7684927,9.7120266,77.188026,1.1293055,38.461369,15.189158,21.428572,44.126076,5.730659,95121.156,8.7669687,16.459276,3.0896759,70.592285,43.482906,404117.94,321500,1116.6351,1082,44.423439,7.0088844,77.667641,7.601181,.077528089,.18314607,.49325842,.059550561,.019101124,.12247191,.044943821,890,14336.4,5309.52,128.29401
17031031900,3.66666650772,36,14.36218739,141.0105743,2526,25390.379,-9.0099592,3.3254158,6.8487725,15.162312,70.585907,4.0775928,47.131432,19.754553,30.186066,34.803921,4.6568627,88875.117,16.191607,21.179731,6.9334836,67.980537,33.306835,439947.03,314500,1090.8088,1150,43.872547,11.915535,71.694382,5.1282043,.024671054,.092105262,.39638159,.095394738,.0082236845,.11348684,.26973686,608,14569.1,6131.8101,152.233
17031032100,26.00000190735,196,36.28244781,273.5138245,7117,42765.18,-7.0609112,6.2245326,4.0888014,21.919348,64.2827,3.4846141,53.196705,27.31488,31.277224,34.800663,6.0631227,85070.273,22.387632,24.906958,6.0730495,63.185562,26.187962,323535.78,322700,1042.3896,999,48.865414,10.715092,67.762779,14.549965,.11995178,.1392405,.66787219,.0036166366,.021097047,.01084991,.037371911,1659,13944.3,14378.6,359.55801
17031040100,8.33333301545,97.3333282471,21.18284988,247.4156799,3893,5037.1982,-11.918283,5.497046,4.109941,19.804777,68.147957,2.4402776,49.105625,21.114822,16.799383,45.521473,3.8036809,104460.35,10.048886,11.243889,2.5221238,58.398373,50.281425,396134.56,366700,1186.7533,1160,27.599998,25.820812,80.451324,11.018364,.018834081,.12466368,.26457399,.50224215,.0035874438,.027802691,.058295965,1115,14839.4,28939,605.28998
17031040201,20.33333396912,104,29.57575798,151.2727203,7040,25274.793,-7.2385459,3.5369318,11.306818,24.0625,57.528408,3.5653408,59.584129,27.301136,22.997158,47.591522,12.459859,83023.594,11.889205,12.230114,4.1181545,58.448151,38.453815,352742.38,338600,1277.7053,1225,49.067986,10.230179,78.364616,4.4757004,.12729357,.20986238,.36697248,.048165139,.030963304,.18577981,.030963304,872,15648.9,18392.699,420.31201
17031040202,17.33333396912,128.3333282471,23.33827019,172.7929535,7194,31652.398,1.0442636,5.1014738,25.465668,19.502363,43.550182,6.3803167,70.078056,43.383373,25.048651,45.394302,11.729622,61992.777,24.563662,34.821175,2.9902091,46.071358,36.145798,220226.8,184900,1012.812,1054,61.941631,5.2299938,73.429138,6.6477661,.045126352,.086642601,.67689532,.048736461,.0036101083,.13537906,.0036101083,554,16101,15512.3,323.34698
17031040300,11.66666603089,50.3333358765,41.02203369,176.9807892,2999,10121.028,-13.23037,3.6678891,26.775593,12.97099,50.983662,5.6018672,64.706528,38.512836,17.889297,31.177231,11.772316,116154.87,2.9259896,5.2667813,9.8502302,53.852741,72.103798,403832.91,372900,1238.0282,1186,36.619717,43.512112,86.776581,6.6608963,0,.032345012,.53369272,.0053908355,.41778976,.010781671,0,371,16421.4,16074.9,343.82101
